normalized_hand,hand_rank,hand_type
AsKs6s5s2s,713,Flush
AsKs6s4s3s,714,Flush
AsKs6s4s2s,715,Flush
AsKs6s3s2s,716,Flush
AsKs5s4s3s,717,Flush
AsKs5s4s2s,718,Flush
AsKs5s3s2s,719,Flush
AsKs4s3s2s,720,Flush
AsQsJsTs9s,721,Flush
AsQsJsTs8s,722,Flush
AsQsJsTs7s,723,Flush
AsQsJsTs6s,724,Flush
AsQsJsTs5s,725,Flush
AsQsJsTs4s,726,Flush
AsQsJsTs3s,727,Flush
AsQsJsTs2s,728,Flush
AsQsJs9s8s,729,Flush
AsQsJs9s7s,730,Flush
AsQsJs9s6s,731,Flush
AsQsJs9s5s,732,Flush
AsQsJs9s4s,733,Flush
AsQsJs9s3s,734,Flush
AsQsJs9s2s,735,Flush
AsQsJs8s7s,736,Flush
AsQsJs8s6s,737,Flush
AsQsJs8s5s,738,Flush
AsQsJs8s4s,739,Flush
AsQsJs8s3s,740,Flush
AsQsJs8s2s,741,Flush
AsQsJs7s6s,742,Flush
AsQsJs7s5s,743,Flush
AsQsJs7s4s,744,Flush
AsQsJs7s3s,745,Flush
AsQsJs7s2s,746,Flush
AsQsJs6s5s,747,Flush
AsQsJs6s4s,748,Flush
AsQsJs6s3s,749,Flush
AsQsJs6s2s,750,Flush
AsQsJs5s4s,751,Flush
AsQsJs5s3s,752,Flush
AsQsJs5s2s,753,Flush
AsQsJs4s3s,754,Flush
AsQsJs4s2s,755,Flush
AsQsJs3s2s,756,Flush
AsQsTs9s8s,757,Flush
AsQsTs9s7s,758,Flush
AsQsTs9s6s,759,Flush
AsQsTs9s5s,760,Flush
AsQsTs9s4s,761,Flush
AsQsTs9s3s,762,Flush
AsQsTs9s2s,763,Flush
AsQsTs8s7s,764,Flush
AsQsTs8s6s,765,Flush
AsQsTs8s5s,766,Flush
AsQsTs8s4s,767,Flush
AsQsTs8s3s,768,Flush
AsQsTs8s2s,769,Flush
AsQsTs7s6s,770,Flush
AsQsTs7s5s,771,Flush
AsQsTs7s4s,772,Flush
AsQsTs7s3s,773,Flush
AsQsTs7s2s,774,Flush
AsQsTs6s5s,775,Flush
AsQsTs6s4s,776,Flush
AsQsTs6s3s,777,Flush
AsQsTs6s2s,778,Flush
AsQsTs5s4s,779,Flush
AsQsTs5s3s,780,Flush
AsQsTs5s2s,781,Flush
AsQsTs4s3s,782,Flush
AsQsTs4s2s,783,Flush
AsQsTs3s2s,784,Flush
AsQs9s8s7s,785,Flush
AsQs9s8s6s,786,Flush
AsQs9s8s5s,787,Flush
AsQs9s8s4s,788,Flush
AsQs9s8s3s,789,Flush
AsQs9s8s2s,790,Flush
AsQs9s7s6s,791,Flush
AsQs9s7s5s,792,Flush
AsQs9s7s4s,793,Flush
AsQs9s7s3s,794,Flush
AsQs9s7s2s,795,Flush
AsQs9s6s5s,796,Flush
AsQs9s6s4s,797,Flush
AsQs9s6s3s,798,Flush
AsQs9s6s2s,799,Flush
AsQs9s5s4s,800,Flush
AsQs9s5s3s,801,Flush
AsQs9s5s2s,802,Flush
AsQs9s4s3s,803,Flush
AsQs9s4s2s,804,Flush
AsQs9s3s2s,805,Flush
AsQs8s7s6s,806,Flush
AsQs8s7s5s,807,Flush
AsQs8s7s4s,808,Flush
AsQs8s7s3s,809,Flush
AsQs8s7s2s,810,Flush
AsQs8s6s5s,811,Flush
AsQs8s6s4s,812,Flush
AsQs8s6s3s,813,Flush
AsQs8s6s2s,814,Flush
AsQs8s5s4s,815,Flush
AsQs8s5s3s,816,Flush
AsQs8s5s2s,817,Flush
AsQs8s4s3s,818,Flush
AsQs8s4s2s,819,Flush
AsQs8s3s2s,820,Flush
AsQs7s6s5s,821,Flush
AsQs7s6s4s,822,Flush
AsQs7s6s3s,823,Flush
AsQs7s6s2s,824,Flush
AsQs7s5s4s,825,Flush
AsQs7s5s3s,826,Flush
AsQs7s5s2s,827,Flush
AsQs7s4s3s,828,Flush
AsQs7s4s2s,829,Flush
AsQs7s3s2s,830,Flush
AsQs6s5s4s,831,Flush
AsQs6s5s3s,832,Flush
AsQs6s5s2s,833,Flush
AsQs6s4s3s,834,Flush
AsQs6s4s2s,835,Flush
AsQs6s3s2s,836,Flush
AsQs5s4s3s,837,Flush
AsQs5s4s2s,838,Flush
AsQs5s3s2s,839,Flush
AsQs4s3s2s,840,Flush
AsJsTs9s8s,841,Flush
AsJsTs9s7s,842,Flush
AsJsTs9s6s,843,Flush
AsJsTs9s5s,844,Flush
AsJsTs9s4s,845,Flush
AsJsTs9s3s,846,Flush
AsJsTs9s2s,847,Flush
AsJsTs8s7s,848,Flush
AsJsTs8s6s,849,Flush
AsJsTs8s5s,850,Flush
AsJsTs8s4s,851,Flush
AsJsTs8s3s,852,Flush
AsJsTs8s2s,853,Flush
AsJsTs7s6s,854,Flush
AsJsTs7s5s,855,Flush
AsJsTs7s4s,856,Flush
AsJsTs7s3s,857,Flush
AsJsTs7s2s,858,Flush
AsJsTs6s5s,859,Flush
AsJsTs6s4s,860,Flush
AsJsTs6s3s,861,Flush
AsJsTs6s2s,862,Flush
AsJsTs5s4s,863,Flush
AsJsTs5s3s,864,Flush
AsJsTs5s2s,865,Flush
AsJsTs4s3s,866,Flush
AsJsTs4s2s,867,Flush
AsJsTs3s2s,868,Flush
AsJs9s8s7s,869,Flush
AsJs9s8s6s,870,Flush
AsJs9s8s5s,871,Flush
AsJs9s8s4s,872,Flush
AsJs9s8s3s,873,Flush
AsJs9s8s2s,874,Flush
AsJs9s7s6s,875,Flush
AsJs9s7s5s,876,Flush
AsJs9s7s4s,877,Flush
AsJs9s7s3s,878,Flush
AsJs9s7s2s,879,Flush
AsJs9s6s5s,880,Flush
AsJs9s6s4s,881,Flush
AsJs9s6s3s,882,Flush
AsJs9s6s2s,883,Flush
AsJs9s5s4s,884,Flush
AsJs9s5s3s,885,Flush
AsJs9s5s2s,886,Flush
AsJs9s4s3s,887,Flush
AsJs9s4s2s,888,Flush
AsJs9s3s2s,889,Flush
AsJs8s7s6s,890,Flush
AsJs8s7s5s,891,Flush
AsJs8s7s4s,892,Flush
AsJs8s7s3s,893,Flush
AsJs8s7s2s,894,Flush
AsJs8s6s5s,895,Flush
AsJs8s6s4s,896,Flush
AsJs8s6s3s,897,Flush
AsJs8s6s2s,898,Flush
AsJs8s5s4s,899,Flush
AsJs8s5s3s,900,Flush
AsJs8s5s2s,901,Flush
AsJs8s4s3s,902,Flush
AsJs8s4s2s,903,Flush
AsJs8s3s2s,904,Flush
AsJs7s6s5s,905,Flush
AsJs7s6s4s,906,Flush
AsJs7s6s3s,907,Flush
AsJs7s6s2s,908,Flush
AsJs7s5s4s,909,Flush
AsJs7s5s3s,910,Flush
AsJs7s5s2s,911,Flush
AsJs7s4s3s,912,Flush
AsJs7s4s2s,913,Flush
AsJs7s3s2s,914,Flush
AsJs6s5s4s,915,Flush
AsJs6s5s3s,916,Flush
AsJs6s5s2s,917,Flush
AsJs6s4s3s,918,Flush
AsJs6s4s2s,919,Flush
AsJs6s3s2s,920,Flush
AsJs5s4s3s,921,Flush
AsJs5s4s2s,922,Flush
AsJs5s3s2s,923,Flush
AsJs4s3s2s,924,Flush
AsTs9s8s7s,925,Flush
AsTs9s8s6s,926,Flush
AsTs9s8s5s,927,Flush
AsTs9s8s4s,928,Flush
AsTs9s8s3s,929,Flush
AsTs9s8s2s,930,Flush
AsTs9s7s6s,931,Flush
AsTs9s7s5s,932,Flush
AsTs9s7s4s,933,Flush
AsTs9s7s3s,934,Flush
AsTs9s7s2s,935,Flush
AsTs9s6s5s,936,Flush
AsTs9s6s4s,937,Flush
AsTs9s6s3s,938,Flush
AsTs9s6s2s,939,Flush
AsTs9s5s4s,940,Flush
AsTs9s5s3s,941,Flush
AsTs9s5s2s,942,Flush
AsTs9s4s3s,943,Flush
AsTs9s4s2s,944,Flush
AsTs9s3s2s,945,Flush
AsTs8s7s6s,946,Flush
AsTs8s7s5s,947,Flush
AsTs8s7s4s,948,Flush
AsTs8s7s3s,949,Flush
AsTs8s7s2s,950,Flush
AsTs8s6s5s,951,Flush
AsTs8s6s4s,952,Flush
AsTs8s6s3s,953,Flush
AsTs8s6s2s,954,Flush
AsTs8s5s4s,955,Flush
AsTs8s5s3s,956,Flush
AsTs8s5s2s,957,Flush
AsTs8s4s3s,958,Flush
AsTs8s4s2s,959,Flush
AsTs8s3s2s,960,Flush
AsTs7s6s5s,961,Flush
AsTs7s6s4s,962,Flush
AsTs7s6s3s,963,Flush
AsTs7s6s2s,964,Flush
AsTs7s5s4s,965,Flush
AsTs7s5s3s,966,Flush
AsTs7s5s2s,967,Flush
AsTs7s4s3s,968,Flush
AsTs7s4s2s,969,Flush
AsTs7s3s2s,970,Flush
AsTs6s5s4s,971,Flush
AsTs6s5s3s,972,Flush
AsTs6s5s2s,973,Flush
AsTs6s4s3s,974,Flush
AsTs6s4s2s,975,Flush
AsTs6s3s2s,976,Flush
AsTs5s4s3s,977,Flush
AsTs5s4s2s,978,Flush
AsTs5s3s2s,979,Flush
AsTs4s3s2s,980,Flush
As9s8s7s6s,981,Flush
As9s8s7s5s,982,Flush
As9s8s7s4s,983,Flush
As9s8s7s3s,984,Flush
As9s8s7s2s,985,Flush
As9s8s6s5s,986,Flush
As9s8s6s4s,987,Flush
As9s8s6s3s,988,Flush
As9s8s6s2s,989,Flush
As9s8s5s4s,990,Flush
As9s8s5s3s,991,Flush
As9s8s5s2s,992,Flush
As9s8s4s3s,993,Flush
As9s8s4s2s,994,Flush
As9s8s3s2s,995,Flush
As9s7s6s5s,996,Flush
As9s7s6s4s,997,Flush
As9s7s6s3s,998,Flush
As9s7s6s2s,999,Flush
As9s7s5s4s,1000,Flush
As9s7s5s3s,1001,Flush
As9s7s5s2s,1002,Flush
As9s7s4s3s,1003,Flush
As9s7s4s2s,1004,Flush
As9s7s3s2s,1005,Flush
As9s6s5s4s,1006,Flush
As9s6s5s3s,1007,Flush
As9s6s5s2s,1008,Flush
As9s6s4s3s,1009,Flush
As9s6s4s2s,1010,Flush
As9s6s3s2s,1011,Flush
As9s5s4s3s,1012,Flush
As9s5s4s2s,1013,Flush
As9s5s3s2s,1014,Flush
As9s4s3s2s,1015,Flush
As8s7s6s5s,1016,Flush
As8s7s6s4s,1017,Flush
As8s7s6s3s,1018,Flush
As8s7s6s2s,1019,Flush
As8s7s5s4s,1020,Flush
As8s7s5s3s,1021,Flush
As8s7s5s2s,1022,Flush
As8s7s4s3s,1023,Flush
As8s7s4s2s,1024,Flush
As8s7s3s2s,1025,Flush
As8s6s5s4s,1026,Flush
As8s6s5s3s,1027,Flush
As8s6s5s2s,1028,Flush
As8s6s4s3s,1029,Flush
As8s6s4s2s,1030,Flush
As8s6s3s2s,1031,Flush
As8s5s4s3s,1032,Flush
As8s5s4s2s,1033,Flush
As8s5s3s2s,1034,Flush
As8s4s3s2s,1035,Flush
As7s6s5s4s,1036,Flush
As7s6s5s3s,1037,Flush
As7s6s5s2s,1038,Flush
As7s6s4s3s,1039,Flush
As7s6s4s2s,1040,Flush
As7s6s3s2s,1041,Flush
As7s5s4s3s,1042,Flush
As7s5s4s2s,1043,Flush
As7s5s3s2s,1044,Flush
As7s4s3s2s,1045,Flush
As6s5s4s3s,1046,Flush
As6s5s4s2s,1047,Flush
As6s5s3s2s,1048,Flush
As6s4s3s2s,1049,Flush
KsQsJsTs8s,1050,Flush
KsQsJsTs7s,1051,Flush
KsQsJsTs6s,1052,Flush
KsQsJsTs5s,1053,Flush
KsQsJsTs4s,1054,Flush
KsQsJsTs3s,1055,Flush
KsQsJsTs2s,1056,Flush
KsQsJs9s8s,1057,Flush
KsQsJs9s7s,1058,Flush
KsQsJs9s6s,1059,Flush
KsQsJs9s5s,1060,Flush
KsQsJs9s4s,1061,Flush
KsQsJs9s3s,1062,Flush
KsQsJs9s2s,1063,Flush
KsQsJs8s7s,1064,Flush
KsQsJs8s6s,1065,Flush
KsQsJs8s5s,1066,Flush
KsQsJs8s4s,1067,Flush
KsQsJs8s3s,1068,Flush
KsQsJs8s2s,1069,Flush
KsQsJs7s6s,1070,Flush
KsQsJs7s5s,1071,Flush
KsQsJs7s4s,1072,Flush
KsQsJs7s3s,1073,Flush
KsQsJs7s2s,1074,Flush
KsQsJs6s5s,1075,Flush
KsQsJs6s4s,1076,Flush
KsQsJs6s3s,1077,Flush
KsQsJs6s2s,1078,Flush
KsQsJs5s4s,1079,Flush
KsQsJs5s3s,1080,Flush
KsQsJs5s2s,1081,Flush
KsQsJs4s3s,1082,Flush
KsQsJs4s2s,1083,Flush
KsQsJs3s2s,1084,Flush
KsQsTs9s8s,1085,Flush
KsQsTs9s7s,1086,Flush
KsQsTs9s6s,1087,Flush
KsQsTs9s5s,1088,Flush
KsQsTs9s4s,1089,Flush
KsQsTs9s3s,1090,Flush
KsQsTs9s2s,1091,Flush
KsQsTs8s7s,1092,Flush
KsQsTs8s6s,1093,Flush
KsQsTs8s5s,1094,Flush
KsQsTs8s4s,1095,Flush
KsQsTs8s3s,1096,Flush
KsQsTs8s2s,1097,Flush
KsQsTs7s6s,1098,Flush
KsQsTs7s5s,1099,Flush
KsQsTs7s4s,1100,Flush
KsQsTs7s3s,1101,Flush
KsQsTs7s2s,1102,Flush
KsQsTs6s5s,1103,Flush
KsQsTs6s4s,1104,Flush
KsQsTs6s3s,1105,Flush
KsQsTs6s2s,1106,Flush
KsQsTs5s4s,1107,Flush
KsQsTs5s3s,1108,Flush
KsQsTs5s2s,1109,Flush
KsQsTs4s3s,1110,Flush
KsQsTs4s2s,1111,Flush
KsQsTs3s2s,1112,Flush
KsQs9s8s7s,1113,Flush
KsQs9s8s6s,1114,Flush
KsQs9s8s5s,1115,Flush
KsQs9s8s4s,1116,Flush
KsQs9s8s3s,1117,Flush
KsQs9s8s2s,1118,Flush
KsQs9s7s6s,1119,Flush
KsQs9s7s5s,1120,Flush
KsQs9s7s4s,1121,Flush
KsQs9s7s3s,1122,Flush
KsQs9s7s2s,1123,Flush
KsQs9s6s5s,1124,Flush
KsQs9s6s4s,1125,Flush
KsQs9s6s3s,1126,Flush
KsQs9s6s2s,1127,Flush
KsQs9s5s4s,1128,Flush
KsQs9s5s3s,1129,Flush
KsQs9s5s2s,1130,Flush
KsQs9s4s3s,1131,Flush
KsQs9s4s2s,1132,Flush
KsQs9s3s2s,1133,Flush
KsQs8s7s6s,1134,Flush
KsQs8s7s5s,1135,Flush
KsQs8s7s4s,1136,Flush
KsQs8s7s3s,1137,Flush
KsQs8s7s2s,1138,Flush
KsQs8s6s5s,1139,Flush
KsQs8s6s4s,1140,Flush
KsQs8s6s3s,1141,Flush
KsQs8s6s2s,1142,Flush
KsQs8s5s4s,1143,Flush
KsQs8s5s3s,1144,Flush
KsQs8s5s2s,1145,Flush
KsQs8s4s3s,1146,Flush
KsQs8s4s2s,1147,Flush
KsQs8s3s2s,1148,Flush
KsQs7s6s5s,1149,Flush
KsQs7s6s4s,1150,Flush
KsQs7s6s3s,1151,Flush
KsQs7s6s2s,1152,Flush
KsQs7s5s4s,1153,Flush
KsQs7s5s3s,1154,Flush
KsQs7s5s2s,1155,Flush
KsQs7s4s3s,1156,Flush
KsQs7s4s2s,1157,Flush
KsQs7s3s2s,1158,Flush
KsQs6s5s4s,1159,Flush
KsQs6s5s3s,1160,Flush
KsQs6s5s2s,1161,Flush
KsQs6s4s3s,1162,Flush
KsQs6s4s2s,1163,Flush
KsQs6s3s2s,1164,Flush
KsQs5s4s3s,1165,Flush
KsQs5s4s2s,1166,Flush
KsQs5s3s2s,1167,Flush
KsQs4s3s2s,1168,Flush
KsJsTs9s8s,1169,Flush
KsJsTs9s7s,1170,Flush
KsJsTs9s6s,1171,Flush
KsJsTs9s5s,1172,Flush
KsJsTs9s4s,1173,Flush
KsJsTs9s3s,1174,Flush
KsJsTs9s2s,1175,Flush
KsJsTs8s7s,1176,Flush
KsJsTs8s6s,1177,Flush
KsJsTs8s5s,1178,Flush
KsJsTs8s4s,1179,Flush
KsJsTs8s3s,1180,Flush
KsJsTs8s2s,1181,Flush
KsJsTs7s6s,1182,Flush
KsJsTs7s5s,1183,Flush
KsJsTs7s4s,1184,Flush
KsJsTs7s3s,1185,Flush
KsJsTs7s2s,1186,Flush
KsJsTs6s5s,1187,Flush
KsJsTs6s4s,1188,Flush
KsJsTs6s3s,1189,Flush
KsJsTs6s2s,1190,Flush
KsJsTs5s4s,1191,Flush
KsJsTs5s3s,1192,Flush
KsJsTs5s2s,1193,Flush
KsJsTs4s3s,1194,Flush
KsJsTs4s2s,1195,Flush
KsJsTs3s2s,1196,Flush
KsJs9s8s7s,1197,Flush
KsJs9s8s6s,1198,Flush
KsJs9s8s5s,1199,Flush
KsJs9s8s4s,1200,Flush
KsJs9s8s3s,1201,Flush
KsJs9s8s2s,1202,Flush
KsJs9s7s6s,1203,Flush
KsJs9s7s5s,1204,Flush
KsJs9s7s4s,1205,Flush
KsJs9s7s3s,1206,Flush
KsJs9s7s2s,1207,Flush
KsJs9s6s5s,1208,Flush
KsJs9s6s4s,1209,Flush
KsJs9s6s3s,1210,Flush
KsJs9s6s2s,1211,Flush
KsJs9s5s4s,1212,Flush
KsJs9s5s3s,1213,Flush
KsJs9s5s2s,1214,Flush
KsJs9s4s3s,1215,Flush
KsJs9s4s2s,1216,Flush
KsJs9s3s2s,1217,Flush
KsJs8s7s6s,1218,Flush
KsJs8s7s5s,1219,Flush
KsJs8s7s4s,1220,Flush
KsJs8s7s3s,1221,Flush
KsJs8s7s2s,1222,Flush
KsJs8s6s5s,1223,Flush
KsJs8s6s4s,1224,Flush
KsJs8s6s3s,1225,Flush
KsJs8s6s2s,1226,Flush
KsJs8s5s4s,1227,Flush
KsJs8s5s3s,1228,Flush
KsJs8s5s2s,1229,Flush
KsJs8s4s3s,1230,Flush
KsJs8s4s2s,1231,Flush
KsJs8s3s2s,1232,Flush
KsJs7s6s5s,1233,Flush
KsJs7s6s4s,1234,Flush
KsJs7s6s3s,1235,Flush
KsJs7s6s2s,1236,Flush
KsJs7s5s4s,1237,Flush
KsJs7s5s3s,1238,Flush
KsJs7s5s2s,1239,Flush
KsJs7s4s3s,1240,Flush
KsJs7s4s2s,1241,Flush
KsJs7s3s2s,1242,Flush
KsJs6s5s4s,1243,Flush
KsJs6s5s3s,1244,Flush
KsJs6s5s2s,1245,Flush
KsJs6s4s3s,1246,Flush
KsJs6s4s2s,1247,Flush
KsJs6s3s2s,1248,Flush
KsJs5s4s3s,1249,Flush
KsJs5s4s2s,1250,Flush
KsJs5s3s2s,1251,Flush
KsJs4s3s2s,1252,Flush
KsTs9s8s7s,1253,Flush
KsTs9s8s6s,1254,Flush
KsTs9s8s5s,1255,Flush
KsTs9s8s4s,1256,Flush
KsTs9s8s3s,1257,Flush
KsTs9s8s2s,1258,Flush
KsTs9s7s6s,1259,Flush
KsTs9s7s5s,1260,Flush
KsTs9s7s4s,1261,Flush
KsTs9s7s3s,1262,Flush
KsTs9s7s2s,1263,Flush
KsTs9s6s5s,1264,Flush
KsTs9s6s4s,1265,Flush
KsTs9s6s3s,1266,Flush
KsTs9s6s2s,1267,Flush
KsTs9s5s4s,1268,Flush
KsTs9s5s3s,1269,Flush
KsTs9s5s2s,1270,Flush
KsTs9s4s3s,1271,Flush
KsTs9s4s2s,1272,Flush
KsTs9s3s2s,1273,Flush
KsTs8s7s6s,1274,Flush
KsTs8s7s5s,1275,Flush
KsTs8s7s4s,1276,Flush
KsTs8s7s3s,1277,Flush
KsTs8s7s2s,1278,Flush
KsTs8s6s5s,1279,Flush
KsTs8s6s4s,1280,Flush
KsTs8s6s3s,1281,Flush
KsTs8s6s2s,1282,Flush
KsTs8s5s4s,1283,Flush
KsTs8s5s3s,1284,Flush
KsTs8s5s2s,1285,Flush
KsTs8s4s3s,1286,Flush
KsTs8s4s2s,1287,Flush
KsTs8s3s2s,1288,Flush
KsTs7s6s5s,1289,Flush
KsTs7s6s4s,1290,Flush
KsTs7s6s3s,1291,Flush
KsTs7s6s2s,1292,Flush
KsTs7s5s4s,1293,Flush
KsTs7s5s3s,1294,Flush
KsTs7s5s2s,1295,Flush
KsTs7s4s3s,1296,Flush
KsTs7s4s2s,1297,Flush
KsTs7s3s2s,1298,Flush
KsTs6s5s4s,1299,Flush
KsTs6s5s3s,1300,Flush
KsTs6s5s2s,1301,Flush
KsTs6s4s3s,1302,Flush
KsTs6s4s2s,1303,Flush
KsTs6s3s2s,1304,Flush
KsTs5s4s3s,1305,Flush
KsTs5s4s2s,1306,Flush
KsTs5s3s2s,1307,Flush
KsTs4s3s2s,1308,Flush
Ks9s8s7s6s,1309,Flush
Ks9s8s7s5s,1310,Flush
Ks9s8s7s4s,1311,Flush
Ks9s8s7s3s,1312,Flush
Ks9s8s7s2s,1313,Flush
Ks9s8s6s5s,1314,Flush
Ks9s8s6s4s,1315,Flush
Ks9s8s6s3s,1316,Flush
Ks9s8s6s2s,1317,Flush
Ks9s8s5s4s,1318,Flush
Ks9s8s5s3s,1319,Flush
Ks9s8s5s2s,1320,Flush
Ks9s8s4s3s,1321,Flush
Ks9s8s4s2s,1322,Flush
Ks9s8s3s2s,1323,Flush
Ks9s7s6s5s,1324,Flush
Ks9s7s6s4s,1325,Flush
Ks9s7s6s3s,1326,Flush
Ks9s7s6s2s,1327,Flush
Ks9s7s5s4s,1328,Flush
Ks9s7s5s3s,1329,Flush
Ks9s7s5s2s,1330,Flush
Ks9s7s4s3s,1331,Flush
Ks9s7s4s2s,1332,Flush
Ks9s7s3s2s,1333,Flush
Ks9s6s5s4s,1334,Flush
Ks9s6s5s3s,1335,Flush
Ks9s6s5s2s,1336,Flush
Ks9s6s4s3s,1337,Flush
Ks9s6s4s2s,1338,Flush
Ks9s6s3s2s,1339,Flush
Ks9s5s4s3s,1340,Flush
Ks9s5s4s2s,1341,Flush
Ks9s5s3s2s,1342,Flush
Ks9s4s3s2s,1343,Flush
Ks8s7s6s5s,1344,Flush
Ks8s7s6s4s,1345,Flush
Ks8s7s6s3s,1346,Flush
Ks8s7s6s2s,1347,Flush
Ks8s7s5s4s,1348,Flush
Ks8s7s5s3s,1349,Flush
Ks8s7s5s2s,1350,Flush
Ks8s7s4s3s,1351,Flush
Ks8s7s4s2s,1352,Flush
Ks8s7s3s2s,1353,Flush
Ks8s6s5s4s,1354,Flush
Ks8s6s5s3s,1355,Flush
Ks8s6s5s2s,1356,Flush
Ks8s6s4s3s,1357,Flush
Ks8s6s4s2s,1358,Flush
Ks8s6s3s2s,1359,Flush
Ks8s5s4s3s,1360,Flush
Ks8s5s4s2s,1361,Flush
Ks8s5s3s2s,1362,Flush
Ks8s4s3s2s,1363,Flush
Ks7s6s5s4s,1364,Flush
Ks7s6s5s3s,1365,Flush
Ks7s6s5s2s,1366,Flush
Ks7s6s4s3s,1367,Flush
Ks7s6s4s2s,1368,Flush
Ks7s6s3s2s,1369,Flush
Ks7s5s4s3s,1370,Flush
Ks7s5s4s2s,1371,Flush
Ks7s5s3s2s,1372,Flush
Ks7s4s3s2s,1373,Flush
Ks6s5s4s3s,1374,Flush
Ks6s5s4s2s,1375,Flush
Ks6s5s3s2s,1376,Flush
Ks6s4s3s2s,1377,Flush
Ks5s4s3s2s,1378,Flush
QsJsTs9s7s,1379,Flush
QsJsTs9s6s,1380,Flush
QsJsTs9s5s,1381,Flush
QsJsTs9s4s,1382,Flush
QsJsTs9s3s,1383,Flush
QsJsTs9s2s,1384,Flush
QsJsTs8s7s,1385,Flush
QsJsTs8s6s,1386,Flush
QsJsTs8s5s,1387,Flush
QsJsTs8s4s,1388,Flush
QsJsTs8s3s,1389,Flush
QsJsTs8s2s,1390,Flush
QsJsTs7s6s,1391,Flush
QsJsTs7s5s,1392,Flush
QsJsTs7s4s,1393,Flush
QsJsTs7s3s,1394,Flush
QsJsTs7s2s,1395,Flush
QsJsTs6s5s,1396,Flush
QsJsTs6s4s,1397,Flush
QsJsTs6s3s,1398,Flush
QsJsTs6s2s,1399,Flush
QsJsTs5s4s,1400,Flush
QsJsTs5s3s,1401,Flush
QsJsTs5s2s,1402,Flush
QsJsTs4s3s,1403,Flush
QsJsTs4s2s,1404,Flush
QsJsTs3s2s,1405,Flush
QsJs9s8s7s,1406,Flush
QsJs9s8s6s,1407,Flush
QsJs9s8s5s,1408,Flush
QsJs9s8s4s,1409,Flush
QsJs9s8s3s,1410,Flush
QsJs9s8s2s,1411,Flush
QsJs9s7s6s,1412,Flush
QsJs9s7s5s,1413,Flush
QsJs9s7s4s,1414,Flush
QsJs9s7s3s,1415,Flush
QsJs9s7s2s,1416,Flush
QsJs9s6s5s,1417,Flush
QsJs9s6s4s,1418,Flush
QsJs9s6s3s,1419,Flush
QsJs9s6s2s,1420,Flush
QsJs9s5s4s,1421,Flush
QsJs9s5s3s,1422,Flush
QsJs9s5s2s,1423,Flush
QsJs9s4s3s,1424,Flush
QsJs9s4s2s,1425,Flush
QsJs9s3s2s,1426,Flush
QsJs8s7s6s,1427,Flush
QsJs8s7s5s,1428,Flush
QsJs8s7s4s,1429,Flush
QsJs8s7s3s,1430,Flush
QsJs8s7s2s,1431,Flush
QsJs8s6s5s,1432,Flush
QsJs8s6s4s,1433,Flush
QsJs8s6s3s,1434,Flush
QsJs8s6s2s,1435,Flush
QsJs8s5s4s,1436,Flush
QsJs8s5s3s,1437,Flush
QsJs8s5s2s,1438,Flush
QsJs8s4s3s,1439,Flush
QsJs8s4s2s,1440,Flush
QsJs8s3s2s,1441,Flush
QsJs7s6s5s,1442,Flush
QsJs7s6s4s,1443,Flush
QsJs7s6s3s,1444,Flush
QsJs7s6s2s,1445,Flush
QsJs7s5s4s,1446,Flush
QsJs7s5s3s,1447,Flush
QsJs7s5s2s,1448,Flush
QsJs7s4s3s,1449,Flush
QsJs7s4s2s,1450,Flush
QsJs7s3s2s,1451,Flush
QsJs6s5s4s,1452,Flush
QsJs6s5s3s,1453,Flush
QsJs6s5s2s,1454,Flush
QsJs6s4s3s,1455,Flush
QsJs6s4s2s,1456,Flush
QsJs6s3s2s,1457,Flush
QsJs5s4s3s,1458,Flush
QsJs5s4s2s,1459,Flush
QsJs5s3s2s,1460,Flush
QsJs4s3s2s,1461,Flush
QsTs9s8s7s,1462,Flush
QsTs9s8s6s,1463,Flush
QsTs9s8s5s,1464,Flush
QsTs9s8s4s,1465,Flush
QsTs9s8s3s,1466,Flush
QsTs9s8s2s,1467,Flush
QsTs9s7s6s,1468,Flush
QsTs9s7s5s,1469,Flush
QsTs9s7s4s,1470,Flush
QsTs9s7s3s,1471,Flush
QsTs9s7s2s,1472,Flush
QsTs9s6s5s,1473,Flush
QsTs9s6s4s,1474,Flush
QsTs9s6s3s,1475,Flush
QsTs9s6s2s,1476,Flush
QsTs9s5s4s,1477,Flush
QsTs9s5s3s,1478,Flush
QsTs9s5s2s,1479,Flush
QsTs9s4s3s,1480,Flush
QsTs9s4s2s,1481,Flush
QsTs9s3s2s,1482,Flush
QsTs8s7s6s,1483,Flush
QsTs8s7s5s,1484,Flush
QsTs8s7s4s,1485,Flush
QsTs8s7s3s,1486,Flush
QsTs8s7s2s,1487,Flush
QsTs8s6s5s,1488,Flush
QsTs8s6s4s,1489,Flush
QsTs8s6s3s,1490,Flush
QsTs8s6s2s,1491,Flush
QsTs8s5s4s,1492,Flush
QsTs8s5s3s,1493,Flush
QsTs8s5s2s,1494,Flush
QsTs8s4s3s,1495,Flush
QsTs8s4s2s,1496,Flush
QsTs8s3s2s,1497,Flush
QsTs7s6s5s,1498,Flush
QsTs7s6s4s,1499,Flush
QsTs7s6s3s,1500,Flush
QsTs7s6s2s,1501,Flush
QsTs7s5s4s,1502,Flush
QsTs7s5s3s,1503,Flush
QsTs7s5s2s,1504,Flush
